행정동,sum,weight
중앙동,33232.101649331846,0.04039892257967182
효동,4972.865328265198,0.006045311353329927
신인동,10508.216031322467,0.012774413438531291
판암1동,7112.4680775785755,0.008646339923020222
판암2동,3112.1818454374225,0.0037833536606979674
용운동,8046.87204706368,0.009782257055788314
대동,5979.91700697355,0.007269543369443938
자양동,10684.387017710565,0.01298857738503632
가양1동,7936.584826037094,0.009648185339506421
가양2동,7322.601301778482,0.008901790389122161
용전동,13463.901073924635,0.016367520262347827
성남동,8341.427608550825,0.01014033634458858
홍도동,8394.780039770274,0.01020519473846976
삼성동,7496.25386030204,0.009112892784678785
대청동,2135.68177478817,0.002596261999463946
산내동,2680.6779977200345,0.0032587918764114252
은행선화동,15514.382446473683,0.018860207577004427
목동,9014.7942107893,0.01095892090233399
중촌동,10371.735532054212,0.01260849961274459
대흥동,15642.155562459364,0.019015536188927252
문창동,8651.513732071264,0.010517295509835496
석교동,4759.947802568005,0.005786476124452095
대사동,15791.181295858354,0.019196700748710237
부사동,5653.1817503646025,0.006872344526136371
용두동,17964.826396935005,0.02183911322928966
오류동,18264.40700788468,0.02220330126758576
태평1동,8442.823256905147,0.010263598935411337
태평2동,20635.271836569013,0.02508546579848328
유천1동,22341.312245804413,0.027159430157938057
유천2동,8972.19664863203,0.010907136768010098
문화1동,12282.46348143245,0.014931294340332893
문화2동,5823.716960172674,0.007079657286877246
산성동,13033.756618928186,0.015844611036839183
복수동,16374.993179007726,0.01990641725467543
도마1동,18579.372870734984,0.022586192534674334
도마2동,8292.41092693708,0.01008074874623198
정림동,6197.170922024873,0.00753365017156265
변동,11806.85882267789,0.014353120982827438
용문동,25886.320109953173,0.03146895291275164
탄방동,19500.44896112028,0.023705907503595372
괴정동,14973.072512170365,0.018202158972125817
가장동,13332.442338138315,0.016207711191423183
내동,5448.409472633907,0.0066234111459427735
갈마1동,11874.116883990879,0.01443488388908338
갈마2동,9495.97788299021,0.011543876440956615
월평1동,12071.73939139594,0.014675125582518926
월평2동,6990.1938320083145,0.00849769606557162
월평3동,3693.2865167756486,0.004489779118702386
가수원동,4664.277902686938,0.00567017409458701
관저1동,11512.997475478724,0.013995885622273711
관저2동,6731.8138634334955,0.008183593982689901
기성동,385.1448410304548,0.00046820501390294067
둔산1동,16079.710863300965,0.019547454480149145
둔산2동,19814.75538873377,0.024087997121923978
만년동,9383.191833664718,0.011406767000125953
둔산3동,8369.000853241447,0.010173856023520748
진잠동,5432.998427239642,0.006604676561042778
온천1동,20962.307047954488,0.02548302928468711
온천2동,16847.481041556788,0.02048080164902919
노은1동,6229.26128500188,0.00757266112859274
노은2동,5066.109563804485,0.0061586646011112965
노은3동,2693.2035537705715,0.003274018688561091
신성동,10124.685944415785,0.012308171415940783
전민동,6910.709363919894,0.00840107001084676
구즉동,8874.868055541645,0.010788818331862501
관평동,10746.715177600654,0.013064347209421885
원신흥동,6398.750360725008,0.007778702146416133
오정동,25043.514332369323,0.030444387999054866
대화동,9627.094847716058,0.011703270034619014
회덕동,8961.78198033872,0.010894476076775033
비래동,6530.789115704046,0.007939216323226302
송촌동,6019.089123386,0.007317163327848233
중리동,9027.489611324901,0.010974354187558249
신탄진동,5541.498481939825,0.0067365756914671985
석봉동,12880.959277723296,0.015658861485912414
덕암동,6605.063385317596,0.008029508550285612
목상동,6499.644359069614,0.007901354901601095
법1동,5395.644068760472,0.006559266377475778
법2동,4140.7609135109615,0.005033755653826481
